代码	名称(800)	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
600104	上汽集团	-2.72	18.23	-0.51	18.23	18.24	1542668	16517	-0.21	          1.33	18.37	18.84	18.15	18.74	    22.91	283980.31	  1.03	综合乘用车	上海	3.68	18.41	858449	684219	  1.25	0.00	634	737	--  	-10.59	          0.84	          0.08	3011.05	0.00	   0.00	571604.74	5074.16	0.27	0.89	--  	          0.08	--  	8.65	--  	--  	        115.75	       2110.18亿	       2110.18亿	 -2.56	   4715	-1	7.58	2.88	0.89	-4.05	-0.65	56.21	36.04	3.70	38.52	2	   35.72亿	          4.32	        651.15亿	        -59.03亿	22.58	15.38	0.72	1.17	KDJ金叉	12	8	8	-1.97	0.53	-3.15	-1.76	-3.24	0.44	20241031	19971125	        115.75	--  	--  	9553.06	2927.36	        575.65	63.33	5874.83	818.43	205.58	4862.88	1672.61	868.92	715.15	269.58	547.61	4196.46	3822.70	108.12	102.70	109.96	84.33	69.07	10.50	1701.33	186.91	262.96	174903.00	         20422	37.23万	-39.45	-17.39	          0.72	11.29	0.50	1.95	0.600㈢	         25.29	          4.73	         14.70	          1.61	         30.64	   2.36㈢	          8.91	          2.58	          2.01	115.28	207001	600104	--  	--  	--  	
600111	北方稀土	-1.39	22.07	-0.31	22.07	22.08	280407	2353	0.00	          0.78	22.37	22.37	22.00	22.38	   147.63	62040.20	  0.72	稀土	内蒙	1.65	22.13	137312	143095	  0.96	0.00	224	764	--  	16.01	          0.78	          0.02	519.30	0.00	   0.00	91198.00	233.10	0.00	0.26	--  	          0.00	--  	0.95	--  	--  	         36.15	        797.85亿	        797.85亿	 -1.22	   4401	-3	-2.53	-4.13	-3.54	-5.48	-3.25	34.17	15.19	-3.42	14.53	3	   22.83亿	          1.23	        503.94亿	        -11.21亿	57.97	34.13	1.25	-2.69	跌破BOLL下轨	1	8	11	-0.04	-0.04	-1.70	-1.12	-1.34	0.32	20241030	19970924	         36.15	--  	--  	419.12	218.62	         54.95	34.73	290.63	64.91	6.15	92.74	61.25	130.27	38.87	3.09	1.68	215.60	196.11	10.03	-0.24	10.04	8.22	4.05	2.66	153.25	15.31	10.22	472404.00	          4834	10.67万	-70.64	-13.50	          3.65	52.11	3.70	0.31	0.110㈢	          6.05	          0.05	          4.24	          0.42	         52.16	   1.85㈢	          9.04	          4.65	          3.81	1.46	9866	600111	--  	--  	--  	
600115	中国东航	-2.82	4.13	-0.12	4.13	4.14	1215895	6058	-0.23	          0.71	4.25	4.28	4.09	4.25	--  	50268.60	  1.27	航空运输	上海	4.47	4.13	582887	633008	  0.92	0.00	705	8133	--  	18.10	          0.38	          0.01	250.21	0.00	   0.00	30222.60	98.44	0.00	0.33	--  	          0.00	--  	1.20	--  	--  	        171.15	        706.83亿	        706.83亿	 -2.66	   4147	-3	-1.39	-4.62	-4.40	1.23	4.03	14.41	3.51	1.23	6.45	0	   77.98亿	          1.56	        322.07亿	        -26.75亿	--  	--  	0.65	-3.28	-- -- 	8	2	11	0.00	0.71	-3.76	-2.82	-3.50	0.98	20241212	19971105	        222.91	--  	         51.77	2762.57	402.62	          5.57	85.22	222.51	1036.85	33.06	1195.02	65.44	18.24	27.45	84.86	530.16	1025.85	961.00	-3.19	2.54	0.51	-1.84	-1.38	-5.37	-530.76	263.77	-55.57	186678.00	         41774	17.25万	94.68	19.78	          4.66	3.49	0.90	0.00	-0.010㈢	          0.89	          2.38	         -2.38	          1.18	         14.57	  -0.34㈢	          6.32	         -0.31	         -0.18	2.53	81781	600115	--  	--  	--  	
600150	中国船舶	0.26	34.79	0.09	34.78	34.79	430086	4925	0.09	          0.96	34.60	35.00	34.08	34.70	    51.39	148408.04	  1.09	航海装备	上海	2.65	34.51	217818	212268	  1.03	0.00	1488	402	--  	13.15	          1.03	          0.04	1713.41	0.00	   0.00	176922.56	749.09	-0.02	0.42	--  	          0.01	--  	1.53	--  	--  	         44.72	       1555.96亿	       1555.96亿	  0.42	   4675	1	-2.61	-1.95	-2.28	-4.00	-5.23	-0.31	21.95	-1.51	18.98	0	   22.18亿	          1.94	        771.48亿	          4.03亿	58.20	52.48	1.02	-1.28	空头排列	13	14	10	-0.29	0.86	-1.79	-0.55	-0.60	2.08	20241031	19980520	         44.72	--  	--  	1784.40	495.45	         42.10	69.88	1342.93	205.04	37.23	1068.69	601.78	352.11	22.76	680.22	338.18	561.69	508.84	23.95	4.59	24.92	23.57	22.71	19.72	99.28	23.28	-37.32	195204.00	         11360	39.52万	-11.35	13.12	          3.14	66.85	2.77	0.58	0.510㈢	         11.08	          7.56	          2.22	          0.52	         27.77	   4.58㈢	          9.41	          4.26	          4.20	26.54	15430	600150	--  	--  	--  	
600160	巨化股份	-2.49	21.58	-0.55	21.57	21.58	379762	3216	-0.22	          1.41	22.03	22.15	21.29	22.13	    34.75	81985.16	  0.94	氟化工	浙江	3.89	21.59	206598	173164	  1.19	0.00	26	657	--  	-16.16	          0.55	          0.03	694.02	0.00	   0.00	174056.65	351.38	0.14	0.20	--  	          0.01	--  	5.05	--  	--  	         27.00	        582.61亿	        582.61亿	 -2.32	   4284	-4	-2.12	-4.93	-3.23	-5.52	0.61	37.28	30.15	-3.53	31.74	2	   12.57亿	          3.02	        271.30亿	        -14.85亿	41.08	63.32	0.96	-3.53	MACD死叉	12	2	8	-0.45	0.09	-3.80	-2.44	-2.57	1.36	20241025	19980626	         27.00	--  	--  	277.71	170.64	         13.01	33.87	82.05	116.49	8.11	59.69	14.03	26.40	16.13	4.42	46.67	179.06	148.72	15.59	0.97	15.66	13.90	12.58	11.84	85.86	8.00	-5.55	55733.00	         22557	48.68万	68.40	11.83	          3.41	72.83	3.25	0.50	0.470㈢	          6.32	          1.73	          3.18	          0.30	         61.45	   7.37㈢	         16.95	          8.70	          7.76	8.49	7197	600160	--  	--  	--  	
600161	天坛生物	-1.00	20.85	-0.21	20.85	20.86	126610	650	-0.04	          0.64	21.06	21.11	20.80	21.06	    29.40	26465.53	  0.96	血液制品	北京	1.47	20.90	79841	46769	  1.71	0.00	555	132	--  	41.75	          1.16	          0.03	135.61	0.00	   0.00	33193.25	124.68	0.00	0.38	--  	          0.01	--  	0.93	--  	--  	         19.77	        412.28亿	        412.28亿	 -0.83	   3826	-2	-2.00	-2.02	-1.32	-3.47	-3.96	-5.27	-21.44	-2.98	-18.75	0	   10.05亿	          1.26	        209.55亿	         -4.15亿	32.68	37.52	0.72	-1.60	空头排列	14	9	1	0.00	0.24	-1.23	-0.76	-1.23	0.24	20241026	19980616	         19.77	--  	--  	155.54	106.41	         32.07	10.96	85.42	28.39	7.44	15.51	48.05	34.08	0.25	4.20	24.63	40.73	18.20	17.27	0.31	17.24	14.27	10.52	10.44	59.39	12.99	7.08	48667.00	         20652	43.06万	18.52	1.28	          3.87	31.74	10.12	0.59	0.530㈢	          5.38	          1.25	          3.00	          0.66	         68.42	   9.88㈢	         55.33	         42.39	         35.04	0.99	4858	600161	--  	--  	--  	
600176	中国巨石	-0.17	11.68	-0.02	11.68	11.69	259712	2113	-0.08	          0.65	11.70	11.76	11.55	11.70	    22.87	30284.61	  0.67	玻纤制造	浙江	1.79	11.66	136138	123574	  1.10	0.00	348	141	--  	45.66	          0.58	          0.01	246.80	0.00	   0.00	32867.53	83.47	0.00	0.25	--  	          0.00	--  	1.06	--  	--  	         40.03	        467.57亿	        467.57亿	 -0.01	   3946	-2	-1.93	-2.10	-3.86	0.61	7.26	27.51	18.94	2.90	22.30	0	   22.99亿	          1.13	        268.54亿	         -0.80亿	24.60	15.38	1.10	-1.52	-- -- 	14	14	11	0.00	0.51	-1.28	-0.34	-0.68	1.13	20241025	19990422	         40.03	--  	--  	524.30	290.18	         13.78	42.03	128.87	341.28	10.76	151.95	23.18	40.03	24.17	2.80	31.96	116.32	88.71	18.75	0.62	18.67	15.86	15.33	11.56	203.91	10.72	-8.11	117731.00	         19529	22.81万	-42.66	1.81	          1.61	43.63	4.02	2.35	0.380㈢	          7.25	          0.80	          5.09	          0.27	         55.35	   5.28㈢	         23.74	         16.12	         13.64	3.82	13819	600176	--  	--  	--  	
600183	生益科技	5.88	23.60	1.31	23.59	23.60	551483	2998	-0.03	          2.33	22.40	23.80	22.32	22.29	    31.34	129151.16	  1.99	PCB	广东	6.64	23.42	186783	364700	  0.51	0.00	437	684	--  	-62.33	          0.67	          0.07	707.52	0.00	   0.00	42206.40	70.56	0.00	0.17	--  	          0.00	--  	0.35	--  	--  	         23.71	        559.64亿	        573.34亿	  6.04	   4707	1	-1.98	4.52	6.45	11.00	13.96	39.48	30.54	12.06	32.13	1	   11.42亿	          4.83	        269.59亿	         31.83亿	33.07	46.52	1.23	3.46	KDJ死叉	8	2	12	0.49	6.77	0.13	5.07	-0.84	5.73	20241029	19981028	         24.29	--  	--  	262.73	143.50	         15.20	39.60	153.59	86.81	6.37	93.78	18.63	49.47	64.96	1.79	51.90	147.45	114.99	16.19	0.40	16.17	14.51	13.72	13.13	56.43	11.29	-8.99	96084.00	         11889	28.06万	52.65	19.42	          4.00	50.78	3.89	1.96	0.580㈢	          5.91	          2.14	          2.32	          0.46	         54.62	   9.56㈢	         22.02	         10.98	          9.84	7.95	11551	600183	--  	--  	--  	
600188	兖矿能源	-0.14	14.59	-0.02	14.59	14.60	250154	1594	0.00	          0.42	14.58	14.81	14.56	14.61	     9.63	36655.69	  0.78	动力煤	山东	1.71	14.65	125041	125113	  1.00	0.00	474	895	--  	70.07	          0.81	          0.03	232.58	0.00	   0.00	70143.56	136.03	0.00	0.19	--  	          0.01	--  	2.00	--  	--  	         58.87	        858.94亿	        870.20亿	  0.03	   3938	-3	-2.99	-3.44	-2.79	-0.62	-5.81	13.63	4.07	-0.07	5.27	1	   14.92亿	          1.68	        217.69亿	         -2.01亿	9.21	7.28	0.97	-1.82	KDJ死叉	4	2	1	-0.21	1.37	-0.34	0.27	-1.49	0.21	20241026	19980701	        100.40	--  	         40.76	3643.54	813.18	        491.58	64.19	1069.13	1059.35	654.94	1204.30	461.78	91.40	66.55	65.30	41.59	1066.33	697.19	205.07	18.50	209.71	165.91	114.05	110.51	478.62	182.28	88.66	112193.00	         13299	19.40万	-26.98	-21.50	          2.40	8.04	1.37	9.42	1.360㈢	          6.07	          0.41	          4.77	          1.82	         22.32	  14.03㈢	         34.62	         19.23	         15.56	16.21	79242	600188	--  	--  	--  	
600196	复星医药	-1.71	25.85	-0.45	25.84	25.85	132902	975	-0.03	          0.63	26.26	26.40	25.73	26.30	    25.76	34574.52	  0.96	化学制剂	上海	2.55	26.02	82310	50592	  1.63	0.00	81	28	--  	-37.92	          0.65	          0.01	252.04	0.00	   0.00	38768.16	124.21	0.00	0.32	--  	          0.00	--  	0.66	--  	--  	         21.18	        547.63亿	        547.86亿	 -1.55	   3971	-2	-1.83	-3.33	-1.75	-3.47	-3.08	15.45	0.54	-3.11	4.40	1	   12.29亿	          1.08	        317.59亿	        -12.02亿	33.24	29.44	1.08	-2.08	均线粘合	14	10	11	-0.15	0.38	-2.17	-1.06	-2.08	0.47	20241212	19980807	         26.71	--  	          5.52	1152.65	473.01	        118.93	48.64	345.27	149.24	130.32	375.18	135.08	74.35	84.16	10.07	175.25	309.12	158.90	31.08	14.99	30.72	25.19	20.11	18.36	258.28	29.87	0.45	262536.00	          4680	12.10万	-11.93	0.69	          1.46	23.12	2.23	1.03	0.750㈢	         17.71	          6.56	          9.67	          1.12	         41.04	   4.25㈢	         48.60	         10.05	          8.15	26.48	39309	600196	--  	--  	--  	
600219	南山铝业	-1.00	3.95	-0.04	3.95	3.96	1120672	10529	-0.24	          0.96	3.99	4.02	3.94	3.99	     9.86	44467.52	  0.75	铝	山东	2.01	3.97	579282	541390	  1.07	0.00	22499	5862	--  	20.89	          0.89	          0.03	415.88	0.00	   0.00	72612.49	487.02	0.00	0.67	--  	          0.02	--  	0.93	--  	--  	        116.14	        458.74亿	        458.74亿	 -0.84	   4394	-2	-3.39	-3.89	-1.74	-1.50	-3.19	15.16	51.34	-1.25	44.16	0	   62.97亿	          1.78	        248.72亿	         -4.65亿	9.61	13.34	0.98	-2.23	KDJ死叉	4	12	12	0.00	0.75	-1.25	-0.50	-1.74	0.25	20241210	19991223	        116.14	--  	--  	689.83	497.28	         62.02	18.92	388.91	236.76	22.82	123.01	245.73	62.90	44.08	4.20	159.10	242.26	180.88	44.43	0.59	44.35	42.14	34.90	34.09	202.51	47.09	-3.33	155945.00	         40377	15.95万	62.94	11.70	          0.93	9.74	1.89	5.04	0.300㈢	          4.25	          1.37	          1.74	          0.41	         72.09	   7.02㈢	         25.34	         18.34	         17.40	10.54	15255	600219	--  	--  	--  	
600233	圆通速递	0.35	14.47	0.05	14.46	14.47	153439	1743	0.00	          0.45	14.42	14.50	14.31	14.42	    12.76	22139.23	  0.70	快递	辽宁	1.32	14.43	73145	80294	  0.91	0.00	96	195	--  	-13.16	          1.06	          0.02	252.21	0.00	   0.00	34208.37	136.70	0.00	0.40	--  	          0.01	--  	0.86	--  	--  	         34.45	        498.55亿	        498.55亿	  0.51	   3850	1	-2.70	-0.75	-0.69	-0.83	-12.20	-3.98	22.73	0.14	21.19	0	   15.35亿	          1.00	        222.17亿	          1.72亿	12.44	13.35	0.79	-0.69	KDJ死叉	1	10	10	0.00	0.55	-0.76	0.07	-0.21	1.12	20241030	20000608	         34.45	--  	--  	454.61	305.83	          5.23	31.58	140.10	184.72	53.26	123.39	62.01	1.53	16.20	15.41	131.33	493.69	446.14	34.13	-0.69	34.14	29.12	29.30	28.22	161.65	40.83	-28.80	32705.00	         46947	67.93万	10.21	21.13	          1.63	12.21	1.01	2.41	0.850㈢	          8.88	          3.81	          4.69	          1.18	         67.27	   9.58㈢	          9.63	          6.91	          5.90	1.25	17804	600233	--  	--  	--  	
600276	恒瑞医药	-1.12	46.07	-0.52	46.07	46.08	354079	2530	0.00	          0.56	46.58	46.58	45.80	46.59	    47.71	163046.35	  0.65	化学制剂	江苏	1.67	46.05	167991	186088	  0.90	0.00	102	32	--  	21.30	          0.70	          0.01	1165.71	0.00	   0.00	306101.99	821.21	0.00	0.27	--  	          0.00	--  	1.45	--  	--  	         63.79	       2938.81亿	       2938.81亿	 -0.95	   4714	-3	-3.02	-4.32	-6.70	-8.68	-2.39	2.44	1.44	-9.12	2.31	0	   38.88亿	          0.91	       1791.23亿	        -33.17亿	54.55	69.08	1.12	-2.81	向下突破平台	14	1	2	-0.02	-0.02	-1.70	-1.16	-1.09	0.59	20241025	20001018	         63.79	--  	--  	483.38	437.68	          5.64	8.29	344.57	51.52	11.65	38.30	221.32	25.31	56.74	12.77	32.22	201.89	28.33	53.45	-0.31	50.87	46.16	46.20	46.16	321.49	45.85	12.05	417865.00	          9305	42.87万	32.98	18.67	          6.71	64.09	14.56	0.43	0.730㈢	          6.86	          0.51	          5.04	          0.72	         90.55	  10.55㈢	         85.97	         26.48	         22.87	45.49	19611	600276	--  	--  	--  	
600309	万华化学	-1.65	73.52	-1.23	73.52	73.53	131403	848	0.00	          0.42	74.75	75.24	73.37	74.75	    15.61	96934.41	  0.61	聚氨酯	山东	2.50	73.77	73831	57572	  1.28	0.00	56	22	--  	79.34	          0.61	          0.01	623.45	0.00	   0.00	148192.50	358.05	0.00	0.24	--  	          0.00	--  	0.79	--  	--  	         31.40	       2308.34亿	       2308.34亿	 -1.48	   4457	-2	-2.10	-1.84	0.48	-2.48	-3.72	3.94	2.80	-1.04	-1.54	0	   16.57亿	          0.79	       1218.08亿	        -38.62亿	15.43	13.96	1.09	-1.68	-- -- 	14	14	4	0.00	0.66	-1.85	-1.31	-2.29	0.20	20241029	20010105	         31.40	--  	--  	3096.41	932.02	         83.99	67.19	919.04	1057.14	112.06	1393.82	411.91	255.02	121.51	59.18	18.07	1476.04	1249.01	145.57	5.30	143.59	123.01	110.93	109.28	853.84	193.05	174.36	131694.00	         12581	92.49万	-12.67	11.35	          2.48	11.96	1.56	2.87	3.530㈢	         29.68	          0.58	         27.19	          6.15	         30.10	  11.90㈢	         15.38	          9.86	          8.33	32.25	29053	600309	--  	--  	--  	
600332	白云山	-0.93	28.75	-0.27	28.74	28.75	77302	1029	-0.20	          0.55	29.02	29.25	28.71	29.02	    11.10	22370.93	  0.85	中药	广东	1.86	28.94	45786	31516	  1.45	0.00	135	22	--  	61.87	          0.97	          0.02	295.89	0.00	   0.00	29214.92	103.89	0.00	0.36	--  	          0.01	--  	0.77	--  	--  	         14.06	        404.19亿	        404.19亿	 -0.77	   3351	-2	-1.86	-0.93	-0.11	-0.83	0.56	18.85	2.28	-0.90	4.74	0	    6.74亿	          1.15	        193.66亿	         -4.39亿	13.78	11.63	0.95	-0.96	KDJ死叉	1	5	4	0.00	0.79	-1.07	-0.28	-1.71	0.14	20241026	20010206	         16.26	--  	          2.20	792.56	362.22	         18.31	51.99	530.50	43.57	28.42	362.61	171.88	113.43	166.82	12.06	101.14	590.60	486.04	40.01	1.91	40.06	32.89	31.59	28.56	222.50	-7.51	-44.04	87322.00	          7714	22.18万	-16.68	1.50	          1.29	-62.21	0.79	3.96	1.940㈢	         22.28	          6.22	         13.69	         -0.46	         45.70	   8.72㈢	         17.70	          6.77	          5.57	5.79	28760	600332	--  	--  	--  	
600346	恒力石化	-1.05	15.15	-0.16	15.13	15.15	230391	1343	-0.65	          0.33	15.39	15.53	15.07	15.31	    15.67	35106.78	  0.83	炼油化工	辽宁	3.00	15.24	107711	122680	  0.88	0.00	122	106	--  	69.12	          4.01	          0.09	203.46	0.00	   0.00	47014.92	48.32	0.33	0.10	--  	          0.00	--  	0.20	--  	--  	         70.39	       1066.42亿	       1066.42亿	 -0.88	   3892	-2	-1.54	0.73	2.02	3.56	2.72	22.28	19.67	5.51	20.05	0	   19.16亿	          1.20	        290.24亿	        -11.26亿	17.08	15.61	1.10	-0.26	-- -- 	14	12	8	0.52	1.44	-1.57	-0.46	-2.45	0.53	20241025	20010820	         70.39	--  	--  	2724.60	613.31	          0.18	77.48	712.77	1415.17	91.40	1285.48	276.92	268.62	7.32	109.99	188.26	1777.64	1593.48	66.17	0.51	66.28	51.14	51.05	46.27	343.28	201.17	75.96	92624.00	         20684	31.34万	-10.45	2.69	          1.74	5.30	0.60	3.59	0.730㈢	          8.71	          2.67	          4.88	          2.86	         22.51	   8.32㈢	         10.36	          3.72	          2.88	12.70	39615	600346	--  	--  	--  	
600362	江西铜业	-1.36	20.97	-0.29	20.97	20.98	139014	1452	0.00	          0.67	21.28	21.32	20.93	21.26	    10.93	29321.00	  0.69	铜	江西	1.83	21.09	89384	49630	  1.80	0.00	253	1220	--  	24.80	          0.89	          0.03	304.48	0.00	   0.00	47518.90	124.28	0.00	0.26	--  	          0.01	--  	0.40	--  	--  	         20.75	        435.18亿	        435.18亿	 -1.20	   3623	-2	-3.01	-3.54	-1.78	-1.73	-3.58	12.62	28.02	-0.38	21.49	0	    8.70亿	          1.60	        182.39亿	        -10.04亿	11.25	11.32	1.04	-2.28	KDJ死叉	1	14	1	0.09	0.28	-1.55	-0.80	-1.64	0.19	20241030	20020111	         34.63	--  	         13.87	2029.13	758.96	         99.62	57.69	1301.40	257.82	71.33	962.46	479.05	449.36	59.51	53.95	111.49	3963.65	3819.50	70.00	-18.43	69.83	54.55	49.84	59.74	387.85	4.95	-17.66	114979.00	          7565	15.86万	0.83	-0.80	          0.96	146.57	0.18	1.68	1.440㈢	         21.92	          3.22	         11.20	          0.14	         37.40	   6.57㈢	          3.64	          1.77	          1.38	9.01	26066	600362	--  	--  	--  	
600372	中航机载	-0.73	12.20	-0.09	12.20	12.21	224646	1144	-0.15	          0.47	12.26	12.35	12.16	12.29	    36.81	27490.30	  0.78	航空装备	北京	1.55	12.24	126833	97813	  1.30	0.00	1523	231	--  	5.12	          0.66	          0.01	139.57	0.00	   0.00	54536.74	159.13	0.00	0.29	--  	          0.01	--  	1.56	--  	--  	         47.57	        580.33亿	        590.35亿	 -0.57	   3873	-2	-3.68	-3.71	-2.56	-3.71	-4.17	15.64	-4.91	-2.79	-6.51	0	   21.62亿	          1.04	        263.77亿	         -4.36亿	41.32	31.53	1.20	-2.40	MACD死叉	1	14	13	-0.24	0.49	-1.06	-0.41	-1.21	0.33	20241030	20010706	         48.39	--  	--  	745.96	370.40	         17.58	47.99	566.48	107.71	18.36	326.76	109.06	155.35	261.02	14.01	197.96	165.67	122.27	14.30	1.22	14.37	13.21	12.03	9.84	111.56	-36.51	-27.45	186188.00	         11612	14.17万	-27.10	-20.09	          1.59	-16.17	3.56	1.03	0.250㈢	          7.66	          4.09	          2.31	         -0.75	         49.65	   3.25㈢	         26.19	          8.63	          7.98	13.75	33108	600372	--  	--  	--  	
600377	宁沪高速	3.37	14.72	0.48	14.72	14.73	359697	1115	0.07	          0.95	14.24	14.89	14.22	14.24	    13.50	52861.20	  1.37	高速公路	江苏	4.71	14.70	164980	194717	  0.85	0.00	271	56	--  	7.65	          0.34	          0.06	164.13	0.00	   0.00	64529.10	69.06	0.00	0.11	--  	          0.01	--  	1.59	--  	--  	         38.02	        559.68亿	        561.68亿	  3.53	   4272	4	1.57	5.21	4.18	5.14	11.94	6.05	46.47	3.80	50.51	0	    4.71亿	          7.64	         69.26亿	         24.18亿	15.96	16.25	0.39	3.88	-- -- 	2	12	8	0.00	4.56	-0.14	3.23	-1.14	3.52	20241030	20010116	         50.38	--  	         12.22	840.01	368.04	        102.03	44.04	94.87	73.71	426.28	127.83	7.21	21.42	18.16	0.36	98.01	140.58	91.39	52.41	13.48	52.25	43.39	41.20	40.64	150.38	54.19	-1.25	28110.00	         16739	24.64万	2.05	21.10	          2.01	13.68	5.27	3.30	0.820㈢	          7.31	          1.95	          2.99	          1.08	         43.81	  11.19㈢	         34.99	         37.28	         30.86	--  	4634	600377	--  	--  	--  	
600406	国电南瑞	-1.55	24.08	-0.38	24.08	24.09	314574	3389	-0.11	          0.39	24.47	24.83	24.00	24.46	    32.43	76275.37	  1.31	电网自动化	江苏	3.39	24.25	174349	140225	  1.24	0.00	383	42	--  	50.57	          0.96	          0.02	816.07	0.00	   0.00	77773.16	110.12	0.00	0.14	--  	          0.00	--  	0.19	--  	--  	         79.84	       1922.66亿	       1934.30亿	 -1.39	   4644	-2	-2.36	-3.49	-3.37	-2.27	-8.51	-5.46	19.21	-2.43	11.27	0	   34.14亿	          0.92	        822.07亿	        -30.52亿	26.21	27.35	0.54	-2.47	MACD死叉	1	4	10	0.04	1.51	-1.88	-0.86	-3.02	0.33	20241030	20031016	         80.33	--  	--  	838.80	460.69	         32.34	41.22	667.83	86.48	15.07	338.27	104.25	127.83	282.94	53.53	78.51	323.13	228.60	54.30	0.13	54.45	47.37	44.73	43.34	292.81	17.75	-62.42	67376.00	         50670	122.01万	7.53	12.97	          4.20	108.98	5.99	2.75	0.560㈢	          5.74	          0.98	          3.65	          0.22	         54.92	   9.71㈢	         29.26	         16.80	         14.66	20.99	11016	600406	--  	--  	--  	
