代码	名称	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
002038	双鹭药业	-0.00	17.77	-28.99	1.06	-24.10	1	    6.34亿	          2.83	         48.29亿	          0.72亿	94.15	18.61	0.78	1.06	KDJ死叉	10	6	11	0.26	1.72	0.13	0.79	-0.78	0.79	20241025	20040909	         10.27	--  	--  	59.12	56.30	          0.08	4.63	22.05	4.22	6.43	2.05	4.34	2.37	1.15	0.12	0.50	5.41	1.71	-0.32	0.19	-0.37	-0.18	-0.17	0.78	39.07	1.28	-1.16	61868.00	         10242	7.80万	-105.27	-30.40	          1.39	61.24	14.48	1.99	-0.020㈢	          5.48	          0.05	          3.80	          0.12	         95.23	  -0.30㈢	         68.41	         -5.98	         -3.28	0.99	856	002038	--  	--  	--  	
002039	黔源电力	0.59	-0.89	13.78	2.05	14.37	0	    2.64亿	          0.95	         40.75亿	          0.26亿	25.88	24.84	0.34	0.26	平台整理	13	2	1	-0.13	0.72	-0.46	0.33	-0.32	0.85	20241203	20050303	          4.28	--  	--  	156.11	39.68	         28.87	56.09	4.74	145.55	0.42	31.67	2.77	0.04	1.69	--  	10.22	14.66	6.48	5.22	-0.01	5.18	4.46	2.65	2.68	22.11	11.43	0.24	16194.00	         16297	25.16万	-3.88	-5.58	          1.66	5.78	4.50	1.89	0.620㈢	          9.28	          2.39	          5.17	          2.67	         25.42	   6.69㈢	         55.78	         35.64	         30.40	--  	783	002039	--  	--  	--  	
002040	南 京 港	6.54	31.86	1.13	-0.56	1.85	3	    1.56亿	          4.60	         11.20亿	          0.25亿	19.87	20.96	0.61	0.14	-- -- 	12	12	3	-0.14	1.13	-0.56	0.42	-0.42	1.27	20241210	20050325	          4.91	--  	--  	49.66	32.51	          6.37	21.73	7.62	23.37	10.87	6.12	2.95	0.06	1.53	0.07	15.99	7.27	3.96	2.02	0.16	2.04	1.57	1.24	1.16	10.47	2.05	-1.17	28189.00	          5547	3.97万	7.91	7.32	          1.08	17.15	4.83	1.43	0.260㈢	          6.63	          3.26	          2.13	          0.42	         65.45	   3.82㈢	         45.60	         27.82	         21.58	0.13	1059	002040	--  	--  	--  	
002041	登海种业	-4.23	31.11	-27.05	0.87	-21.08	1	    3.47亿	          3.83	         36.13亿	          2.02亿	40.91	35.02	0.73	1.36	KDJ死叉	10	8	13	-0.10	2.36	-0.10	1.87	-0.10	2.36	20241122	20050418	          8.80	--  	--  	51.00	35.97	          3.14	23.32	42.63	5.96	0.88	11.07	16.75	9.18	0.29	8.29	0.29	5.78	4.20	0.58	0.27	0.61	0.57	0.59	-0.02	23.11	1.20	2.41	71275.00	          4870	5.07万	-38.57	-11.55	          2.55	76.44	15.84	0.35	0.070㈢	          4.09	          0.03	          2.63	          0.14	         70.52	   1.63㈢	         27.31	         10.12	          9.91	0.62	813	002041	--  	--  	--  	
002042	华孚时尚	23.30	75.17	28.61	11.41	18.97	4	    9.88亿	          6.95	         50.19亿	          3.23亿	280.76	124.53	0.88	4.74	-- -- 	8	6	14	-0.20	5.11	-1.02	3.27	-1.17	4.96	20241031	20050427	         17.01	--  	--  	173.84	60.48	          2.89	63.55	103.77	44.99	8.03	99.15	36.91	37.60	7.45	4.46	27.38	93.27	88.53	0.55	0.41	0.57	0.61	0.48	-0.61	17.22	12.66	-4.55	29678.00	         33290	16.91万	-43.75	-15.61	          1.43	6.82	0.93	0.60	0.040㈢	          3.56	          1.61	          1.01	          0.74	         34.79	   0.79㈢	          5.08	          0.58	          0.65	0.81	13904	002042	--  	--  	--  	
002043	兔 宝 宝	-2.21	31.03	45.03	-0.83	48.82	0	    4.48亿	          2.24	         53.56亿	          0.33亿	13.86	14.37	0.67	1.19	-- -- 	10	8	12	-0.67	2.27	-0.67	0.92	-1.89	1.01	20241025	20050510	          8.32	--  	--  	56.42	29.52	          1.11	45.71	31.48	6.30	0.90	25.19	15.75	4.95	9.33	2.79	6.23	64.64	53.45	6.26	0.51	6.39	4.92	4.82	4.27	14.72	4.20	-6.74	42061.00	         10657	12.73万	5.55	12.79	          3.37	23.70	1.54	6.92	0.590㈢	          3.55	          0.75	          1.77	          0.50	         52.31	  16.34㈢	         17.31	          9.69	          7.62	0.47	3316	002043	--  	--  	--  	
002044	美年健康	2.94	51.14	-16.24	6.92	-12.19	2	   28.11亿	          3.48	        147.86亿	          6.65亿	64.87	39.40	0.86	3.75	-- -- 	12	6	11	-0.79	4.91	-0.79	2.55	-1.50	4.16	20241031	20050518	         39.14	--  	--  	190.15	76.53	          7.75	55.68	59.99	18.95	3.36	79.66	15.44	1.69	36.24	14.98	22.50	71.41	43.08	0.99	-0.09	0.89	0.81	0.25	0.08	12.96	-3.03	-12.57	123405.00	         22779	11.98万	-88.96	-1.96	          2.69	-67.89	2.88	0.37	0.010㈢	          1.96	          0.57	          0.33	         -0.08	         40.24	   0.32㈢	         39.67	          1.39	          1.13	0.37	38147	002044	--  	--  	--  	
002045	国光电器	38.32	78.84	21.57	4.49	18.80	7	    4.26亿	         42.51	         84.20亿	          6.69亿	35.73	28.99	0.60	5.78	-- -- 	10	6	6	-0.59	10.01	-0.86	6.02	-3.28	7.33	20241121	20050523	          5.62	--  	--  	99.27	41.85	          0.03	57.81	68.80	8.01	2.75	55.21	26.32	11.36	23.25	1.64	22.19	56.99	49.13	2.41	-0.03	2.43	2.45	2.44	2.02	14.54	1.59	0.37	55667.00	          7647	15.13万	-21.79	31.78	          2.69	70.09	1.95	0.00	0.440㈢	          7.37	          3.95	          2.59	          0.28	         42.16	   5.83㈢	         13.79	          4.23	          4.29	2.91	5247	002045	--  	--  	--  	
002046	国机精工	31.58	71.69	36.11	17.26	39.47	3	    2.63亿	         15.53	         41.70亿	          3.12亿	36.25	31.15	1.02	-0.13	KDJ死叉	8	6	3	-0.46	4.99	-1.90	1.64	-1.06	5.89	20241122	20050526	          5.29	--  	--  	56.09	33.88	          1.42	37.07	28.77	13.54	2.14	14.18	4.13	6.73	12.52	0.79	16.09	18.05	11.41	2.36	0.06	2.38	2.12	2.05	1.61	11.19	-0.42	-2.66	36627.00	          7191	11.38万	-15.11	-11.64	          2.47	-198.47	4.64	1.31	0.390㈢	          6.41	          3.04	          2.12	         -0.08	         60.40	   6.04㈢	         36.77	         13.09	         11.75	1.59	1874	002046	--  	--  	--  	
002047	宝鹰股份	17.39	137.16	33.97	16.62	21.46	11	   10.02亿	          6.93	         35.17亿	         -0.30亿	--  	--  	0.74	0.86	-- -- 	8	8	9	-1.42	-0.28	-4.82	-2.55	-0.28	4.46	20241209	20050531	         15.16	--  	--  	90.67	-1.91	          0.20	101.89	66.15	0.39	2.10	89.22	7.55	0.27	19.78	1.59	23.33	15.06	14.13	-3.66	-0.02	-4.48	-4.34	-4.33	-3.65	-33.17	-1.37	-0.34	54615.00	         18347	6.44万	-53.45	-37.78	        -27.86	-38.79	3.53	0.00	-0.290㈢	         -0.13	          1.54	         -2.19	         -0.09	         -2.11	--  	          6.17	        -24.33	        -28.79	0.51	1238	002047	--  	--  	--  	
002048	宁波华翔	-1.47	10.25	10.80	1.59	7.75	1	    4.46亿	          2.29	         59.56亿	          0.33亿	11.96	10.53	0.72	0.30	平台整理	1	14	12	-0.15	0.45	-0.45	0.15	-0.15	0.76	20241030	20050603	          8.14	--  	--  	281.66	113.42	         14.05	54.74	152.73	44.11	5.82	131.39	22.27	35.31	68.03	4.36	28.13	181.39	154.01	11.92	1.99	11.85	9.76	7.17	6.54	63.98	10.55	-9.65	31102.00	         14356	19.15万	-14.62	10.55	          0.96	10.30	0.60	4.75	0.880㈢	         13.93	          3.46	          7.86	          1.30	         40.27	   6.32㈢	         15.10	          6.57	          5.38	5.92	20711	002048	--  	--  	--  	
002049	紫光国微	-11.71	42.45	-1.97	-0.12	-1.31	5	    6.29亿	          1.99	        414.23亿	          1.27亿	37.00	22.07	0.97	0.38	KDJ死叉	10	6	9	-0.12	1.06	-0.38	0.17	-0.83	0.61	20241205	20050606	          8.50	--  	--  	166.50	121.81	--  	26.84	124.98	5.22	2.83	26.26	23.81	20.34	47.40	2.48	7.59	42.63	18.41	10.70	0.20	10.71	10.16	10.10	8.78	108.01	9.73	-7.16	228179.00	          2755	18.15万	-50.27	-24.56	          4.66	57.53	13.13	1.03	1.200㈢	         14.13	          0.89	         12.71	          1.15	         73.16	   8.29㈢	         56.81	         25.11	         23.83	9.28	2543	002049	--  	--  	--  	
002050	三花智控	-1.96	40.57	-10.47	7.68	-14.01	1	   19.69亿	          4.09	        491.97亿	         -8.96亿	30.73	32.23	0.97	-0.28	-- -- 	10	2	9	-0.67	-0.08	-2.93	-1.47	-0.87	2.04	20241031	20050607	         37.32	--  	--  	344.67	184.44	          2.37	45.80	208.60	82.01	10.97	127.62	41.31	44.42	73.14	0.56	32.39	205.63	148.68	27.56	-0.20	27.52	23.20	23.02	22.48	110.05	19.93	-10.79	109572.00	         17974	44.90万	6.59	8.36	          5.05	46.77	4.53	1.38	0.610㈢	          4.94	          0.87	          2.95	          0.53	         53.51	  12.48㈢	         27.70	         13.40	         11.28	9.92	17732	002050	--  	--  	--  	
002051	中工国际	0.80	34.25	9.51	-1.00	10.89	1	    4.53亿	          2.54	         40.11亿	          0.49亿	32.58	30.27	0.65	0.00	KDJ死叉	10	6	11	-0.23	1.25	-0.23	0.45	-0.78	0.68	20241030	20060619	         12.37	--  	--  	234.16	114.05	          1.28	50.75	171.50	10.03	5.20	109.08	50.77	39.54	54.86	34.61	23.58	86.10	71.34	4.52	1.86	4.53	3.24	3.23	2.34	68.13	-16.86	-19.88	52452.00	          8630	7.65万	-7.32	0.37	          0.96	-6.50	1.27	1.42	0.260㈢	          9.22	          1.91	          5.51	         -1.36	         48.70	   2.84㈢	         17.15	          5.25	          3.76	3.72	4298	002051	--  	--  	--  	
002053	云南能投	-1.81	16.83	27.84	6.22	26.22	0	    2.45亿	          2.45	         29.25亿	         -0.37亿	15.33	22.87	0.70	2.14	-- -- 	1	2	2	-0.25	0.25	-0.92	-0.33	-0.58	0.59	20241209	20060627	          9.21	--  	--  	183.96	73.18	         10.95	54.27	43.98	91.70	3.97	27.19	10.02	1.38	15.20	0.86	37.57	25.82	15.25	5.91	0.19	5.91	5.43	5.69	5.51	23.83	8.82	-14.36	23904.00	         10249	12.24万	71.66	31.66	          1.50	12.46	4.26	1.34	0.620㈢	          7.95	          4.08	          2.59	          0.96	         39.78	   7.77㈢	         40.96	         22.88	         21.04	0.02	2143	002053	--  	--  	--  	
002054	德美化工	23.29	53.04	4.61	13.00	4.61	3	    3.05亿	         24.11	         21.44亿	          1.11亿	70.11	108.24	0.50	6.99	KDJ金叉	10	6	13	9.99	9.99	1.76	6.75	-6.01	1.59	20241031	20060725	          4.82	--  	--  	67.07	24.55	          4.48	56.71	20.79	25.94	3.11	13.73	4.25	3.68	7.65	0.16	3.71	22.75	17.49	0.27	0.05	0.27	-0.24	0.53	0.50	14.77	1.96	-2.52	19459.00	         15651	11.02万	45.39	-3.14	          1.38	17.32	1.49	1.01	0.110㈢	          5.09	          0.77	          3.06	          0.41	         36.61	   2.15㈢	         23.12	          1.18	         -1.05	0.91	1775	002054	--  	--  	--  	
002055	得润电子	4.34	43.44	-16.39	12.87	-13.91	10	    4.93亿	         12.52	         41.47亿	          2.42亿	--  	--  	1.03	3.19	-- -- 	12	6	11	-0.75	5.99	-1.00	3.62	-0.94	6.05	20241205	20060725	          6.04	--  	--  	75.59	24.95	         -2.25	69.98	36.07	15.41	4.52	33.34	2.08	9.45	15.13	0.34	28.90	38.75	32.78	-2.09	0.25	-2.26	-2.46	-1.26	-1.50	-11.04	0.45	-0.96	73595.00	          6692	5.63万	-1643.39	-23.07	          2.04	113.08	1.31	0.00	-0.210㈢	          4.13	          4.78	         -1.83	          0.07	         33.00	  -5.04㈢	         15.39	         -5.40	         -6.35	1.85	6503	002055	--  	--  	--  	
002056	横店东磁	-8.68	16.04	7.05	1.56	3.96	0	    7.74亿	          1.40	        105.83亿	          0.98亿	20.28	12.19	0.78	0.15	EXPMA死叉	1	14	11	-0.07	0.51	-0.37	0.15	-0.07	0.81	20241025	20060802	         16.27	--  	--  	211.03	91.85	          1.71	55.67	139.57	58.11	5.12	111.99	62.11	41.10	30.65	2.84	0.27	135.81	114.56	10.13	-0.07	10.14	9.17	9.26	8.85	70.13	12.09	-33.93	85607.00	          9044	12.36万	-43.89	-13.85	          2.42	18.39	1.64	2.84	0.570㈢	          5.65	          0.02	          4.31	          0.74	         43.53	  10.08㈢	         15.65	          7.46	          6.75	5.86	18416	002056	--  	--  	--  	
002057	中钢天源	-0.60	39.63	6.56	2.98	5.35	2	    5.01亿	          3.07	         41.47亿	          0.38亿	33.63	22.73	0.65	0.61	-- -- 	10	8	13	-0.61	1.09	-0.85	0.36	-0.48	1.47	20241028	20060802	          7.58	--  	--  	51.46	31.28	          4.10	31.25	33.00	10.11	2.70	14.02	12.38	4.06	11.83	0.54	12.35	19.59	15.20	2.06	-0.07	2.06	1.83	1.57	1.30	10.44	2.22	-0.36	39604.00	         12646	10.47万	-36.14	-5.43	          2.01	28.27	3.21	2.81	0.210㈢	          4.12	          1.63	          1.38	          0.29	         60.79	   5.03㈢	         22.43	         10.53	          9.36	0.98	1239	002057	--  	--  	--  	
002058	威尔泰	-2.26	92.71	7.69	12.71	2.58	12	    0.76亿	          8.11	         10.85亿	          0.03亿	--  	--  	0.72	1.71	-- -- 	12	8	2	-0.42	0.98	-1.75	-0.21	-0.83	1.93	20241028	20060802	          1.43	--  	--  	3.00	1.33	          0.44	41.01	2.33	0.22	0.05	1.17	0.61	0.97	0.47	0.46	0.04	1.17	0.82	-0.06	0.00	-0.06	-0.07	-0.10	-0.12	-0.32	0.02	0.09	10348.00	          7340	10.48万	-1.25	16.48	         15.44	1137.33	17.49	0.00	-0.070㈢	          0.93	          0.03	         -0.22	          0.01	         44.31	  -7.76㈢	         30.30	         -5.07	         -5.56	0.07	326	002058	--  	--  	--  	
002059	云南旅游	3.49	15.63	5.90	3.49	5.90	4	    3.82亿	          5.21	         22.64亿	          1.52亿	--  	--  	0.65	2.07	KDJ死叉	14	12	11	0.35	2.77	-0.17	1.73	-0.17	2.78	20241203	20060810	         10.12	--  	--  	35.61	15.96	          1.14	51.97	7.78	9.47	3.19	13.03	2.89	0.51	3.31	0.49	1.64	4.48	4.32	-1.64	0.05	1.28	1.28	1.36	-1.62	2.45	-0.87	-1.83	50936.00	          7509	4.45万	226.69	21.01	          3.75	-68.81	13.39	0.00	0.130㈢	          1.58	          0.16	          0.24	         -0.09	         44.83	   8.55㈢	          3.58	        -36.61	         28.64	0.27	1461	002059	--  	--  	--  	
002060	广东建工	2.28	26.73	-16.21	5.50	-15.16	0	   11.14亿	          2.16	         44.90亿	          2.25亿	12.12	9.72	0.76	1.26	平台整理	14	2	11	-0.50	1.76	-0.76	1.01	-0.25	2.28	20241204	20060810	         37.54	--  	--  	1316.78	131.09	         12.51	89.09	941.73	207.47	25.87	931.62	174.60	11.20	379.54	205.11	28.99	412.09	370.17	9.15	0.14	8.94	6.81	6.44	6.45	56.34	-8.22	-32.36	81852.00	         13611	5.49万	-32.06	-19.39	          1.15	-18.40	0.37	3.90	0.170㈢	          3.49	          0.77	          1.50	         -0.22	          9.96	   4.92㈢	         10.17	          2.22	          1.65	11.78	16320	002060	--  	--  	--  	
002061	浙江交科	0.22	32.43	25.64	-0.68	25.28	0	   13.09亿	          3.02	         57.71亿	          2.60亿	7.84	8.31	0.63	1.38	KDJ死叉	12	5	2	-0.23	2.32	-0.46	1.62	0.00	2.80	20241203	20060816	         25.99	--  	--  	726.71	147.09	         18.76	77.18	546.40	31.83	2.88	500.85	81.61	19.28	70.97	16.53	43.58	306.53	281.56	11.66	0.41	11.69	8.75	8.39	8.21	72.41	-30.88	-32.37	47269.00	         27684	12.21万	10.63	3.16	          0.78	-3.71	0.37	2.90	0.320㈢	          5.66	          1.68	          2.79	         -1.19	         20.24	   5.70㈢	          8.15	          3.80	          2.85	7.52	7870	002061	--  	--  	--  	
002062	宏润建设	4.04	48.63	13.19	5.16	12.94	1	    5.75亿	          3.90	         28.13亿	          0.99亿	18.55	17.55	0.75	2.09	-- -- 	12	8	13	-0.42	3.33	-0.62	1.66	-1.61	2.30	20241209	20060816	         12.37	--  	--  	148.06	44.32	          2.82	68.16	108.80	10.10	0.74	87.79	25.75	15.17	17.99	1.97	0.00	42.82	35.14	4.35	0.12	4.35	3.37	2.50	2.46	28.33	-0.54	-2.77	41196.00	         13963	6.83万	-6.78	-5.53	          1.22	-112.82	1.41	1.83	0.230㈢	          4.02	          0.00	          2.29	         -0.04	         29.93	   5.63㈢	         17.94	         10.16	          7.88	1.12	1820	002062	--  	--  	--  	
002063	远光软件	2.13	48.89	9.84	5.35	8.95	0	   13.41亿	          5.03	         89.82亿	          3.43亿	41.00	36.09	0.91	2.29	-- -- 	10	2	3	0.15	3.22	-0.46	1.69	-0.45	3.24	20241026	20060823	         19.05	--  	--  	44.51	34.95	          1.57	17.94	34.50	4.09	1.40	7.38	2.41	0.85	13.36	0.13	0.86	15.39	6.62	1.07	0.00	1.08	0.98	1.10	1.08	11.47	-7.55	-5.76	65299.00	         20531	13.76万	-27.21	-1.44	          3.65	-16.90	8.29	0.40	0.060㈢	          1.84	          0.05	          0.60	         -0.40	         78.53	   3.16㈢	         56.99	          6.98	          6.37	4.99	4302	002063	--  	--  	--  	
002064	华峰化学	1.06	20.59	31.45	3.74	31.25	0	   16.65亿	          1.63	        143.36亿	         -3.97亿	16.82	17.40	0.69	0.94	-- -- 	12	6	8	-0.23	0.58	-1.61	-0.81	-1.49	0.70	20241025	20060823	         49.63	--  	--  	355.23	262.00	          0.96	25.97	200.48	111.55	15.43	78.44	64.12	40.98	31.62	1.78	38.97	203.73	171.95	23.27	0.90	22.87	20.20	20.15	19.08	166.37	9.81	-41.27	62744.00	         26536	22.85万	4.46	3.51	          1.63	43.54	2.10	1.73	0.410㈢	          5.28	          0.79	          3.35	          0.20	         73.76	   7.69㈢	         15.60	         11.42	          9.91	7.21	8632	002064	--  	--  	--  	
002065	东华软件	-12.57	78.17	22.89	3.63	30.72	5	   20.32亿	          3.90	        162.58亿	         -0.64亿	65.87	58.64	0.74	-0.62	-- -- 	12	8	2	-0.62	0.37	-1.12	-0.25	-0.62	0.88	20241029	20060823	         32.05	--  	--  	243.01	118.10	          3.14	50.11	207.31	3.83	1.60	120.09	10.11	105.30	70.31	30.94	28.05	81.86	62.96	4.12	2.03	4.10	4.22	4.90	3.75	49.79	-15.67	-11.15	135899.00	         14954	11.96万	-8.95	10.13	          2.17	-16.36	3.13	0.62	0.150㈢	          3.68	          0.88	          1.55	         -0.49	         48.60	   4.15㈢	         23.10	          5.03	          5.16	7.57	11590	002065	--  	--  	--  	
002066	瑞泰科技	-0.17	56.03	9.78	3.48	7.99	4	    1.38亿	          3.15	         16.44亿	          0.23亿	41.67	37.41	0.76	-0.50	-- -- 	8	8	2	-0.17	1.78	-1.19	0.17	-0.92	2.06	20241031	20060823	          2.31	--  	--  	50.91	6.98	          7.65	71.25	37.24	9.47	2.56	27.65	3.24	10.49	10.15	0.94	1.93	33.48	28.41	1.04	0.00	1.06	0.89	0.41	0.32	2.44	0.23	0.12	21971.00	          6295	7.48万	-15.36	-0.03	          3.93	117.68	0.82	0.85	0.180㈢	          3.02	          0.84	          1.06	          0.10	         13.71	   5.87㈢	         15.13	          3.09	          2.67	1.24	2936	002066	--  	--  	--  	
002067	景兴纸业	4.67	49.81	18.88	11.63	19.58	1	   10.00亿	          8.25	         40.31亿	          2.36亿	49.57	49.44	0.69	2.54	-- -- 	10	8	3	-0.26	5.48	-0.78	3.66	-0.25	6.05	20241108	20060915	         11.82	--  	--  	83.75	55.66	          0.09	33.43	33.23	38.53	5.97	15.44	10.13	10.12	4.76	0.42	18.05	40.50	37.81	0.26	0.06	0.51	0.49	0.50	0.08	23.21	0.06	-1.96	62982.00	         15881	6.40万	-0.50	-0.70	          0.88	845.80	1.18	0.65	0.040㈢	          4.57	          1.53	          1.96	          0.00	         66.47	   0.90㈢	          6.64	          0.65	          1.21	1.26	2183	002067	--  	--  	--  	
002068	黑猫股份	2.96	67.80	-12.74	21.98	-19.14	6	    3.99亿	         10.80	         37.40亿	         -0.81亿	--  	--  	1.06	0.64	-- -- 	8	2	11	-1.16	0.00	-2.63	-1.58	-1.16	1.52	20241031	20060915	          7.35	--  	--  	81.98	29.64	          1.45	62.07	42.40	28.21	3.52	35.51	4.34	10.82	18.88	0.78	14.47	73.00	70.05	-0.44	-0.17	-0.45	-0.60	-0.55	-0.88	5.84	-2.42	-1.63	41497.00	          9610	9.01万	79.11	7.45	          2.33	-28.55	0.94	0.00	-0.070㈢	          4.03	          1.97	          0.79	         -0.33	         36.15	  -1.86㈢	          4.04	         -0.61	         -0.83	0.58	4333	002068	--  	--  	--  	
002069	獐子岛	27.14	69.69	-3.79	16.18	-4.01	3	    4.03亿	          8.18	         17.37亿	          0.57亿	--  	350.25	0.54	0.23	阶段放量	8	8	2	-0.47	2.36	-1.65	1.18	-0.46	3.61	20241030	20060928	          7.11	--  	--  	22.90	0.49	          0.49	95.72	15.50	4.24	0.91	21.26	4.99	7.62	1.92	0.15	10.23	11.66	10.09	-0.23	-0.00	-0.21	-0.24	-0.25	-0.30	-19.23	0.00	-0.54	34091.00	         11824	5.10万	-199.75	-8.96	         63.38	547302.38	2.63	0.00	-0.030㈢	          0.07	          1.44	         -2.70	          0.00	          2.12	 -51.01㈢	         13.53	         -1.94	         -2.05	0.15	1570	002069	--  	--  	--  	
002072	凯瑞德	-1.47	17.10	-15.77	3.49	-13.03	7	    1.90亿	          4.54	         10.13亿	          0.29亿	--  	1028.55	0.76	0.00	KDJ死叉	10	10	2	-0.38	1.52	-0.76	0.57	0.00	2.30	20241030	20061018	          3.68	--  	--  	1.05	0.51	--  	51.86	1.03	0.01	0.00	0.54	0.06	0.21	0.39	0.06	6.55	5.02	4.88	-0.03	0.00	-0.03	-0.03	-0.03	-0.03	-7.92	0.15	0.04	13576.00	         13980	7.47万	-486.83	133.02	         38.70	130.81	3.91	0.00	-0.010㈢	          0.14	          1.78	         -2.15	          0.04	         48.14	  -5.00㈢	          2.75	         -0.53	         -0.50	--  	33	002072	--  	--  	--  	
002073	软控股份	-1.34	38.38	36.67	8.17	37.09	3	    8.44亿	          5.20	         74.87亿	          2.03亿	18.89	26.48	0.93	2.66	-- -- 	10	8	8	0.35	2.65	0.00	1.85	-0.34	2.31	20241122	20061018	         10.17	--  	--  	172.86	56.31	          3.18	65.58	131.45	26.09	4.01	100.23	24.66	65.41	10.17	47.50	23.57	48.79	36.92	4.41	0.31	4.42	4.07	3.43	3.06	20.69	3.51	-8.26	62303.00	         13547	12.02万	63.80	32.67	          1.60	25.70	1.85	1.15	0.340㈢	          5.55	          2.32	          2.03	          0.35	         32.58	   6.10㈢	         24.32	          9.03	          8.35	2.85	4063	002073	--  	--  	--  	
002074	国轩高科	-9.43	23.14	0.76	-2.76	5.47	2	   10.58亿	          1.71	        238.86亿	         -0.54亿	38.46	43.38	1.05	-0.04	-- -- 	10	12	11	-0.44	0.13	-0.88	-0.49	-0.27	0.76	20241204	20061018	         18.02	--  	--  	1031.95	251.51	         13.62	74.31	479.44	216.54	47.89	520.36	142.20	62.67	195.53	2.41	197.23	251.75	206.48	4.33	0.30	4.21	4.08	4.12	0.57	46.98	2.44	5.35	167740.00	          6309	14.24万	41.11	15.60	          1.61	166.98	1.62	0.43	0.230㈢	         14.02	         10.95	          2.61	          0.14	         24.37	   1.64㈢	         17.98	          1.72	          1.62	13.71	22939	002074	--  	--  	--  	
002075	沙钢股份	-2.32	57.38	97.13	12.48	101.87	7	   16.06亿	          7.34	        121.57亿	          7.46亿	139.85	82.01	0.92	2.99	-- -- 	1	12	12	-0.55	5.95	-1.11	3.04	-1.17	5.87	20241026	20061025	         21.94	--  	--  	271.33	64.02	         35.05	63.49	189.29	58.54	4.15	166.23	104.68	21.50	1.45	4.82	-10.84	108.07	103.04	1.21	1.86	1.29	1.08	1.05	-0.09	50.05	5.43	11.30	79940.00	         20089	15.21万	-43.15	-6.29	          2.59	30.57	1.54	1.04	0.050㈢	          2.92	         -0.49	          2.28	          0.25	         23.59	   1.65㈢	          4.66	          1.12	          1.00	3.81	4366	002075	--  	--  	--  	
